6.610739511668524e-01,2.015457344394334e+01
6.689243217696321e-01,2.019030792205333e+01
6.767976825226434e-01,2.022552189670852e+01
6.846934866936479e-01,2.026020618022148e+01
6.926111859919195e-01,2.029434240925682e+01
7.005502306063174e-01,2.032791038874247e+01
7.085100692434654e-01,2.036089238990139e+01
7.164901491660345e-01,2.039327003317245e+01
7.244899162311251e-01,2.042502680492932e+01
7.325088149287478e-01,2.045614661679521e+01
7.405462884203970e-01,2.048661241192115e+01
7.486017785777199e-01,2.051640367422938e+01
7.566747260212722e-01,2.054549144097054e+01
7.647645701593619e-01,2.057384242435266e+01
7.728707492269781e-01,2.060142952529792e+01
7.809927003247994e-01,2.062823808337188e+01
7.891298594582827e-01,2.065426490156706e+01
7.972816615768269e-01,2.067950714238297e+01
8.054475406130110e-01,2.070395194632081e+01
8.136269295219021e-01,2.072757631845984e+01
8.218192603204307e-01,2.075035124439500e+01
8.300239641268332e-01,2.077224389459386e+01
8.382404712001545e-01,2.079321984020975e+01
8.464682109798117e-01,2.081324918908372e+01
8.547066121252138e-01,2.083231153221485e+01
8.629551025554367e-01,2.085039486931996e+01
8.712131094889483e-01,2.086749320038466e+01
8.794800594833834e-01,2.088360315112819e+01
8.877553784753636e-01,2.089871917866581e+01
8.960384918203610e-01,2.091283368266074e+01
9.043288243326016e-01,2.092593958522731e+01
9.126258003250073e-01,2.093802802164164e+01
9.209288436491710e-01,2.094908402908191e+01
9.292373777353661e-01,2.095909125449610e+01
9.375508256325826e-01,2.096804115713287e+01
9.458686100485920e-01,2.097592999132706e+01
9.541901533900348e-01,2.098275109132363e+01
9.625148778025282e-01,2.098848987254134e+01
9.708422052107941e-01,2.099312334861294e+01
9.791715573587998e-01,2.099662691656584e+01
9.875023558499134e-01,2.099897896544709e+01
9.958340221870678e-01,2.100016126414640e+01
