0
0.0000579
0.000214
0.000509
0.000983
0.00168
0.00263
0.00388
0.00541
0.00723
0.00932
0.0117
0.0144
0.0173
0.0205
0.024
0.0277
0.0318
0.0361
0.0407
0.0455
0.0507
0.0561
0.0617
0.0676
0.0738
0.0803
0.087
0.094
0.101
0.109
0.116
0.124
0.133
0.141
0.15
0.159
0.168
0.177
0.187
0.197
0.207
0.217
0.228
0.239
0.25
0.261
0.272
0.284
0.296
0.308
0.32
0.332
0.345
0.358
0.371
0.384
0.397
0.411
0.424
0.438
0.452
0.466
0.481
0.495
0.51
0.524
0.539
0.554
0.569
0.584
0.6
0.615
0.631
0.647
0.662
0.678
0.694
0.71
0.726
0.742
0.759
0.775
0.791
0.808
0.824
0.841
0.858
0.874
0.891
0.908
0.924
0.941
0.958
0.975
0.992
